,username,text
7240,yaazzyy ,sending good vibes and prayers to all the men and women battling against these horrific fires  please stay strong and thank you for your service   entire towns    
7241,salinas weather,smoke    haze temperature down    f       f humidity up            wind  mph     mph
7242,adam lambert alfc,please help if you can  from  adamlambert s ig story  this sweet family lost their house in the fires   swipe up to donate                   adamlambert    
7243,mult co fire ems log,med   medical at ne weidler st   ne  nd ave  portland  or  portland fire  rp                    pdx   
7244,renee tab,this is what a superhero looks like  she s brave  she s beautiful and she is so bad ass  jody and her dad put aside any fears and went to my house and put out fires all over my backyard     
7245,mili rosales,here are a few ways we can all help with the california wild fires currently going on  you can donate to the following     los angeles fire department foundation  lafdfoundation    
7246,franceasca seiden, gangstina    franceasca  losangeles to  sanfrancisco  bestfriends set the state of  california on fire on both ends  my first friend i  la is my first friend to visit me in  sf   san    
7247,vini machado,we just have to pray to people who are losing their home and their things in california  one of the biggest fires has burned more than        hectares  praying for the us government and    
7248,la verne weather,smoke    clear sky temperature down    f       f humidity up           wind  mph     mph
7249,mult co fire ems log,med   medical at     block of sw  th ave  portland  or  portland fire  rp                    pdx   
7250,michelle frey,ca fires still burning   seen on descent into burbank  passengers returning home and some coming to help loved ones  life continues normally for many  spirits smolder even as skies begin    
7251,pedro rafael guerrero rivas,too much heaven   beegees  musiclover  sun  heaven  palmtrees  light  photography  statue  virgen  virgin  valley  la  california  contrast  afternoon  fire  love  us  sunlight   palmdale     
7252,hawthorne weather,smoke    clear sky temperature down    f       f humidity up            wind   mph     mph
7253,laura ann tull is voting for  biden,yep    pies pies pies are everywhere   pies      give someone in need like fire victims pies   wait do not take that as like  let them eat cake ok   give them something more nourishing    
7254,rob gallagher,much respect to the men and women here in california battling these fires  interface everywhere  terrain traps    scary stuff    respect  wildfire   los angeles  california   
7255,mult co fire ems log,med   medical at     block of sw  th ave  portland  or  portland fire  rp                    pdx   
7256,mult co fire ems log,med   medical at      block of ne wistaria dr  portland  or  portland fire  rp                    pdx   
7257,arlene carley,in the past few days i have been privileged to meet many strong  courageous souls    calfire  buttecounty  buttecountyfire  thankyou  campfire  strongsouls  staystrong  californiafires    
7258,mult co fire ems log,med   medical at      block of ne  nd ave  portland  or  portland fire  rp                    pdx   
7259,mult co fire ems log,med   medical at      block of se insley st  portland  or  portland fire  rp                    pdx   
7260,david schmidt,sunrise through the smoke  campfire  smoke  california  sunrise  sonomacounty   santa rosa  california   
7261,chris floyd,anyone with the retail plug on these   please holla   deal on the spot   hit me here  dm  inbox me  twitter  facebook  smoke signal    i dont care   holla at ya man    live from the    
7262,manda bear  ,goodnight  world  be safe out there and tell your loved ones that you love them       it was a cloudy  day and smoke from the fire  in san francisco        deplifestylemagazine  travel    
7263,mult co fire ems log,med   medical at      block of ne   th ave  portland  or  portland fire  rp                    pdx   
7264,xion,apparently this site hardly ever says  no   which is absolutely not surprising to me at all anymore   california is always on fire       californiafires   burbank  california   
7265,william justo,wow  the horizon looks to be on fire  gotta love the colors here  it was indeed a beautiful sunset on this first day of november  can t believe that it s already november  boy  this year    
7266,william justo,a horizon on fire tonight  it was surely a beautiful sunset on this first day of november  i can t believe that it s already november  boy  this year has gone by so fast  pics taken from    
7267,mult co fire ems log,med   medical at sw morrison st   sw  th ave  portland fire  rp                    pdx   
7268,crys     ,the smoke is real inside golden    it s causing my asthma to flair and that usually only happens when i exercise  aka never    golden   center   
7269,mult co fire ems log,med   medical at      block of ne sandy blvd  portland  or  portland fire  rp                    pdx   
7270,mult co fire ems log,med   medical at      block of se    nd ave  portland  or  portland fire  rp                    pdx   
7271,mult co fire ems log,med   medical at      block of se   th ave  portland  or  portland fire  rp                    pdx   
7272,diana cardona,prayers for california  stay safe everyone    lord extinguish the fires and cover those firefighters who are risking their lives at this very moment   protect    
7273,lizzie white,today a friend of my moms contacted her about a friend of hers who knew of a family who lost everything in the camp fire  that s the one in northern california  their little girl lost her    
7274,tammy quackenbush,the air quality is so bad in the bay area right now due to the  campfire that a n    is almost required  thank you vogmask   novato  california   
7275,ttwn sacramento,camp fire closure in  paradise surroundingareas on hwy    both nb sb between ca     and ca     traffic  
7276,mult co fire ems log,ta    traffic accident   code   ems only at      block of sw  nd ave  portland  or  portland fire  rp                    pdx   
7277,mult co fire ems log,med   medical at     block of nw  th ave  portland  or  portland fire  rp                    pdx   
7278,mult co fire ems log,med   medical at      block of n interstate ave  portland  or  portland fire  rp                    pdx   
7279,mult co fire ems log,med   medical at       block of se boise st  portland  or  portland fire  rp                    pdx   
7280,mult co fire ems log,ta    traffic accident    st response  fire   ems  at wb i   fwy eo   ne   th ave  portland  or  portland fire  rp                  
7281,ron licata,  the red sun    caused by the camp fire smoke above in livermore  california    livermore  california   
7282,mult co fire ems log,med   medical at      block of se division st  portland  or  portland fire  rp                    pdx   
7283,jdorf,flying out of sfo   the smoke in the area is just nuts     nofilter   san francisco  california   
7284,christina howington,just so you can see how hot this fire was and still is   campfire  paradiseca  norcal   paradise  california   
7285,andrew lomas photography , fire  firefighters   simi valley  california   
7286,irvine weather,smoke    clear sky temperature down    f       f humidity up          wind   mph     mph
7287,mult co fire ems log,med   medical at      block of n williams ave  portland  or  portland fire  rp                    pdx   
7288,manda bear  ,it was a cloudy  day and smoke from the fire  in san francisco        deplifestylemagazine  travel  trip  wanderlust  sf  nature  ocean  celebratinglife   san francisco  california   
7289,mult co fire ems log,med   medical at      block of ne sandy blvd  portland  or  portland fire  rp                    pdx   
7290,montebello weather,smoke    clear sky temperature down    f       f humidity up           wind  mph     mph
7291,salinas firefighters,a busy morning for b shift  a second alarm was called for a fast moving structure fire on alcosta plaza just after       a m  the fire involved the first and second floor of a unit with    
7292,muse   creator,pretty lookin  sunset huh  problem is this is mostly caused by smoke from the  woolseyfire my thought go to the fearless members of calfire and i have nothing but sorrow for those who    
7293,mark g,last chance to register     warriors foundation and smoke on water bbq championship will be hosting their monthly      warriors foundation  nd tuesday veterans   local business mixer     
7294,long beach weather,at     pm  smoke    clear sky temperature down    f       f humidity up            wind   mph     mph
7295,sweetbiie,help to support victims of the campfire   we will donate      of our profits on all online purchases from now through december    go to north valley community foundation for camp fire    
7296,mult co fire ems log,med   medical at      block of ne   nd ave  portland  or  portland fire  rp                    pdx   
7297,the new mart,praying the fires get undercontrol soon  so proud of the brave women and men fighting this battle  those who have lost their homes   i pray for you to have strength         california    
7298,mult co fire ems log,almcom   monitored commercial fire alarm at      block of w burnside st  portland  or  portland fire  rp                    pdx   
7299,mult co fire ems log,almcom   monitored commercial fire alarm at      block of n marine dr  portland  or  portland fire  rp                    pdx   
7300,b kiss,two more weeks until i finish my emt re cert  then it s all about the fire test grind  can t wait to get back    ems training center of southern nevada   
7301,rodney leong,delays due to fires     mccarran international airport    lasairport in las vegas  nv  
7302,marty thomas,such tragic beauty   beautiful sunset through the smoke of disaster      santa barbara  california   
7303,wildfire bot  wa or  unofficial   , sunmountainfire unofficial new fire report  details uncertain   klamathcounty     mi n of chiloquin  or     mi se of eugene  or  see officials for safety info  may be incorrect  disclaimers in images pic twitter com guhybs abi
7304,mult co fire ems log,med   medical at      block of se   rd ave  portland  or  portland fire  rp                    pdx   
7305,mult co fire ems log,ilburn   illegal burning at se grant st   se   th ave  portland  or  portland fire  rp                    pdx   
7306,mult co fire ems log,med   medical at     block of sw  th ave  portland  or  portland fire  rp                    pdx   
7307,brandon joseph ice, armisteadmaupin just sitting here having a smoke break on liberty hill  and wondering what it was like when you were here  i heard you had to give it up  sorry  you re a decent  but still wicked fellow  all good rumors aside  hahaha       at creativity palace
7308,mult co fire ems log,med   medical at      block of ne    rd ave  portland  or  portland fire  rp                    pdx   
7309, his queen  i am vo,keep these awesome texas firefighters in prayer as they make their way to california to assist with these awful fires going on    hacienda heights  california   
7310,hollywood weather,smoke    clear sky temperature down    f       f humidity down           wind  mph      mph
7311,leroy johnson,late night departures into the smoke   south san francisco  california   
7312,mult co fire ems log,jump   potential jumper  h at     block of sw naito pkwy  portland  or  portland fire  rp                    pdx   
7313,jevpic,girl is on fire     jrjjdog     hirelivingartist     singersongwriter  artist  musician  artfilm  director  musicvideo  fire  litty  streetstyle  palmsprings  la  california   downtown    
7314,clive lewis, fire  smoke  calabasas  malibu  burning  smoke  planes  southerncalifornia  woolseyfire  firefighters  fireengine  old  red  dated  mulhollandhwy  stuntroad  iphone  iphonexsmax    
7315,ryansassyscruggs  rn,you can kinda see the golden gate bridge through the smoke normally it s extremely easy to see on a clear day   california  californiafires   san francisco  california   
7316,mult co fire ems log,med   medical at      block of se   th ave  portland  or  portland fire  rp                    pdx   
7317,david m hinnebusch, malibu  woosleyfire malibu chamberofcommerce   paradise cove beach cafe   
7318,koi anunta,sweaty and ashy but happy that i got to contribute at least a little bit to the rebuilding efforts today at four winds ranch in agoura hills  which was devastated by the fires  if you    
7319,lawndale weather,at     pm  smoke    clear sky temperature down    f       f humidity up            wind   mph     mph
7320,total traffic sea,bridge closed in  hoodcanalbridge on hwy     eb between paradise bay rd and wa    traffic  
7321,total traffic sea,bridge closed in  hoodcanalbridge on hwy     wb between wa   and paradise bay rd  traffic  
7322,sharyn fitzpatrick,  ers are auctioning off game jerseys from tonight s game to help ca fire victims   californiastrong     levi s stadium     er s    
7323,mult co fire ems log,med   medical at      block of se    nd ave  portland  or  portland fire  rp                    pdx   
7324,los angeles weather,smoke    clear sky temperature down    f       f humidity up            wind  mph     mph
7325,mult co fire ems log,med   medical at      block of se hawthorne blvd  portland  or  portland fire  rp                    pdx   
7326,they call me chacha,my trip to cali  didn t get our much but could see the   ers stadium and the smoke from the fires     santa clara convention center   
7327,glendale weather,smoke    clear sky temperature down    f       f humidity up            wind  mph     mph
7328,pasadena weather,smoke    clear sky temperature down    f       f humidity up            wind  mph     mph
7329,tajia lynn,who dat   that s my baby  prince thepublic  babe  disneyland  mymaneveryday  fire   toon town   
7330,salvador roldan,reading all the terrible news about the wild fires going on back home   stay safe family    calilove  wildfires wish they would send all those us troops that are  protecting  the border    
7331,mult co fire ems log,med   medical at nw   th ave   nw flanders st  portland  or  portland fire  rp                    pdx   
7332,shar yorgey,the  campfire rips through the town destroying everything but this untouched flag   paradise  california   
7333,paris bravo,farewell stan lee  your cameo in heaven will be epic  we will miss your comics and seeing you in the movies  rest in paradise    los angeles  california   
7334,mult co fire ems log,med   medical at     block of w burnside st  portland  or  portland fire  rp                    pdx   
7335,ttwn sacramento,grass fire in  sacramento on franklin blvd at   th ave  traffic  
7336,mult co fire ems log,med   medical at      block of ne skidmore st  portland  or  portland fire  rp                    pdx   
7337,peter hernandez,our hearts go out to all the victims of the fires and brave firefighters   first responders who are putting their lives on the line to protect the community  at douglasellimancalifornia     
7338,kimberly gurrola,listening to some frankie valli because it contemplates me in this moments of sadness  with the fires around us  in hope of some miracle to happen  so the fires stops   los    
7339,william shockley,our hearts are broken for everyone who has lost so much in the fires  please be a part of saving animals  many owners couldn t save them and chose to let them run free so many animals are    
7340,magdal na kalley,this is me   a week ago   in the middle of our beautiful malibu mountains   i can t even explain the pain i m feeling when looking at what this terrible fire has done to our    
7341,mult co fire ems log,med   medical at      block of nw glisan st  portland  or  portland fire  rp                    pdx   
7342,mayssa,can t believe we were rehearsing at mike garson s beautiful studio last week and now nothing s left except a contorted piano frame  those california fires are horrific  mike lost    
7343,salinas weather,haze    smoke temperature down    f       f humidity up            wind   mph     mph
7344,christian urrutia,super late post but more continued coverage of the camp fire destruction in paradise  calif   on saturday  nov       christian urrutia  ggxnews   paradise  lost  onassignment  campfire      
7345,mult co fire ems log,med   medical at       block of se powell blvd  portland  or  portland fire  rp                    pdx   
7346,mult co fire ems log,med   medical at      block of se division st  portland  or  portland fire  rp                    pdx   
7347,mult co fire ems log,med   medical at nw   st ave   nw glisan st  portland  or  portland fire  rp                    pdx   
7348,john hughes,the fires are just awful  these two shots were taken within an hour or two of each other  nofilter  napariver  californiaair   h h wine brokerage   
7349,francis salamanca,smoke jose  wear masks and be careful out there guys   sanjose  airquality  smoke   san jose  california   
7350,mult co fire ems log,med   medical at    concourse c pia   portland  or  portland fire  rp                    pdx   
7351,dave manoucheri,over a million dollars raised so far and still going   you can help victims of the wildfires calling the hotline or going to the  kcranews website    kcra kqca channel    my     
7352,benjamin roh         ,i m at montage fire pit in laguna beach  ca  
7353,mult co fire ems log,ta ped   traffic accident   pedestrian or bike at n lombard st   n lancaster ave  portland  or  portland fire  rp                    pdx   
7354,second kingdom,holy grail   indica  cannabiscommunity  cannabis  thctakeover  fire   woodland hills  california   
7355,rutherford reserve,jimney cricket california is on fire everywhere    rutherford reserve   
7356,mult co fire ems log,med   medical at      block of ne sandy blvd  portland  or  portland fire  rp                    pdx   
7357,wildfire bot  ca    unofficial   , campfire unofficial update          acres      contained    buttecounty  at yankee hill  ca     mi n of sacramento  ca  see officials for safety info  may be incorrect  disclaimers in images pic twitter com qeuc  kdkl
7358,w         e   e     d         , repost nowthisweed  get repost      and here we have snoopdogg smoking a blunt outside the white house saying  f ck the president    cannabis  weed  dank  fire  chronic  treamteam  loud    
7359,mult co fire ems log,med   medical at      block of se tolman st  portland  or  portland fire  rp                    pdx   
7360,mult co fire ems log,med   medical at     block of w burnside st  portland  or  portland fire  rp                    pdx   
7361,second kingdom,  benballer  vvs pens available in animal cookies  super lemon haze  and platinum berries   vapepen  vape  weed  cannabis  fire   woodland hills  california   
7362,mult co fire ems log,jump   potential jumper  h at wb st johns brg at   midspan  portland  or  portland fire  rp                    pdx   
7363,second kingdom, infusedcreations always fire available in  sativa and  indica   and     and     options  cannabis  edibles   woodland hills  california   
7364,mult co fire ems log,med   medical at     block of nw glisan st  portland  or  portland fire  rp                    pdx   
7365,deanne wolfgram,this was one of those life s best moments   to share conversations with a longtime friend beside a blazing fire and beneath the brilliant night sky is a pure blessing    henderson  nevada   
7366,ashton locklear,a peek behind the scenes of the  niken  shoot with taboo if you haven t already you gotta get your hands on some of this gear bc it is fire  the link is in my bio     daretorise    
7367,lescentculottes,happy veteran s day  may all our thoughts go to the ones who serve their country  and may this day help us to be more solidary among all california fires people   veteransday    
7368,mult co fire ems log,med   medical at      block of se tolman st  portland  or  portland fire  rp                    pdx   
7369,mult co fire ems log,med   medical at      block of se powell blvd  portland  or  portland fire  rp                    pdx   
7370,mult co fire ems log,med   medical at      block of nw  th ave  portland  or  portland fire  rp                    pdx   
7371,old town pizza,on thursday       at otp lincoln we are having a fundraiser for butte county schools fire relief fund due to the camp fire      of your non discounted bill will be donated to the fund  if    
7372,ashton locklear,a peek behind the scenes of the  niken  shoot with taboo guys if you haven t yet you gotta get your hands on some of this gear it s fire    the link is in my bio   daretorise    
7373,carmen   camille,cami had the pleasure of filming a commercial for  jamstackamp this weekend  the sunset was beautiful but bittersweet with the smell of smoke and ash in the air  our thoughts are    
7374,mult co fire ems log,med   medical at      block of se   th ave  portland  or  portland fire  rp                    pdx   
7375,billy hough,so this is what i ve been doing in la  just got cleared to tell you that much but no more  lol  things are tight here  but not on fire  so there s that  i can t wait for you kids to see    
7376,mult co fire ems log,med   medical at     block of nw broadway   portland  or  portland fire  rp                    pdx   
7377,tia gunz,this california burning has me trippin      this song just came from the heart  i m releasing the full track tonight   musicheals  prayforcalifornia  californiafire  songforyou    
7378,saradwells,     pm in our valley tonight and the sun should not look like this  the air here is terrible but it is nothing compared to the loss of our fellow californians in paradise  malibu and    
7379,alison ball kilmer,i need this mulled wine tonightit s been a tough week and day here in la with all the fires  i m thankful but nervous recipe linked in bio  mulledwine  thankful  thanksgivingdrinks    
7380,trevor quirk,disaster reveals a person s character    tristanthames and keokiwoodhams are  ojai legends    you probably remember them from saving homes with us during the fire   today  they answered    
7381,mult co fire ems log,med   medical at      block of n omaha ave  portland  or  portland fire  rp                    pdx   
7382,nick,sunset drive back from la through the fire zone      is finally open  an hours worth of driving condensed into    seconds  almost all of that was on fire  very eerie   woolseyfire    
7383,beto lopez, carcrazy  mooncricketfilms  carphotography  classiccars  musclecar  musclecars  venicebeach  losangeles  mooncricket  sonya rii  zeiss  goodguyscarshow  mustang  blue  smoke    
7384,mult co fire ems log,med   medical at     block of se taylor st  portland  or  portland fire  rp                    pdx   
7385,ttn phoenix,vehicle on fire in  phoenix on n   rd ave north of hwy      phxtraffic  
7386,pearl derriere,when you re in a mood and can t even do anything about it  having some serious self image issues tonight   notsexy  antsy  lonelytravel   paradise  nevada   
7387,mult co fire ems log,ta ped   traffic accident   pedestrian or bike at ne   rd ave   ne sandy blvd  portland  or  portland fire  rp                    pdx   
7388,joshua izumigawa,if you get a chance  thank a firefighter  that s what i did after my run this morning  the flag is at half mast today as the woolsey fire continues devastating socal  thoughts and prayers    
7389,phack yew,i took a little trip to the beach the other day during these fires that are currently occurring here in southernmost california  the air smelled like a there was a big ass camp fire going    
7390,phack yew,i took a little trip to the beach the other day during these fires that are currently occurring here in southernmost california  the air smelled like a there was a big ass camp fire going    
7391,samuel weber,setting sun on top of a mountain makes for great lighting    paradise  mount rainier national park   
7392,samuel weber,that sky though      paradise  mount rainier national park   
7393,christopher mcdonell,just a guy riding his bike in santa monica right  wrong  that s smoke in the background  billowing from nearby malibu as wildfires rage on  photo taken friday nov    such a tragedy     
7394,aaron comfort dog,there are so many firefighters working so hard in butte county   campfire  buttecountyfire  paradise  oroville  chico  staysafe  firefighter  calfire   chico  california   
7395,samuel weber,so  who run the world    paradise  mount rainier national park   
7396,simone reyes   ,we filmed the fire over the weekend as we got animals out of the  woolseyfire in malibu and today went to  piercecollege to check on some of the evacuees for  jvm   lkarlan   pierce college   
7397,samuel weber,the future is so bright    paradise  mount rainier national park   
7398,samuel weber,i finally made it to rainier  it s pretty amazing    paradise  mount rainier national park   
7399,megan kaiser,next month we ll be chilling by the fire with     windchill in full force outside  thanks for visiting and i miss you already          nebraska  huskers  losangeles  california    
7400,mult co fire ems log,med   medical at      block of se    th ave  portland  or  portland fire  rp                    pdx   
7401,wildfire bot  ca    unofficial   , universityfire unofficial new fire report  details uncertain   sanbernardinocounty  near muscoy  ca     mi e of los angeles  ca  see officials for safety info  may be incorrect  disclaimers in images pic twitter com w    l ima
7402,mct virtual combat instructor,india company preparing for table    a night live fire event of combat marksmanship   laserdicipline  lfam            school of infantry  camp pendleton   
7403,mult co fire ems log,med   medical at      block of ne    th ave  portland  or  portland fire  rp                    pdx   
7404,daniel rodriguez,this is what it s supposed to look like  minus the white smoke   santamonica  santamonicamountains  santamonicapier  woolseyfire  thankyoufirefighters   santa monica pier   
7405,mult co fire ems log,med   medical at      block of e burnside st  portland  or  portland fire  rp                    pdx   
7406,john chong,day   las vegas  valley of fire    
7407,woodville  ca,woodville ca mon nov   th pm forecast  tonight smoke lo    tuesday sunny hi   
7408,west pittsburg  ca,west pittsburg ca mon nov   th pm forecast  tonight smoke lo    tuesday smoke hi   
7409,watsonville  ca,watsonville ca mon nov   th pm forecast  tonight smoke lo    tuesday smoke hi   
7410,visalia  california,visalia ca mon nov   th pm forecast  tonight smoke lo    tuesday sunny hi   
7411,mr  wavington      ,stan lee was a true living legend man   this one hurt when i heard this news  stanley martin leiber                years old  rest in paradise homie   you left us with so much   thank you     
7412,mult co fire ems log,med   medical at      block of nw front ave  portland  or  portland fire  rp                    pdx   
7413, tricel,thank you for shining your creative light on so many and for brightening those lives in the process  may you rest in paradise  mr  stan lee    avengers station   
7414,tulare california,tulare ca mon nov   th pm forecast  tonight smoke lo    tuesday sunny hi   
7415,tara hills  ca,tara hills ca mon nov   th pm forecast  tonight smoke lo    tuesday smoke hi   
7416,sunnyvale  ca,sunnyvale ca mon nov   th pm forecast  tonight smoke lo    tuesday smoke hi   
7417,spanish flat  ca,spanish flat ca mon nov   th pm forecast  tonight smoke lo    tuesday smoke hi   
7418,south san francisco,south san francisco ca mon nov   th pm forecast  tonight smoke lo    tuesday smoke hi   
7419,santa clara  ca,santa clara ca mon nov   th pm forecast  tonight smoke lo    tuesday smoke hi   
7420,san pablo  ca,san pablo ca mon nov   th pm forecast  tonight smoke lo    tuesday smoke hi   
7421,san jose  california,san jose ca mon nov   th pm forecast  tonight smoke lo    tuesday smoke hi   
7422,san francisco  ca,san francisco ca mon nov   th pm forecast  tonight smoke lo    tuesday smoke hi   
7423,salinas  california,salinas ca mon nov   th pm forecast  tonight smoke lo    tuesday smoke hi   
7424,royal oaks  ca,royal oaks ca mon nov   th pm forecast  tonight smoke lo    tuesday smoke hi   
7425,richmond  california,richmond ca mon nov   th pm forecast  tonight smoke lo    tuesday smoke hi   
7426,poplar  california,poplar ca mon nov   th pm forecast  tonight smoke lo    tuesday sunny hi   
7427,pittsburg  ca,pittsburg ca mon nov   th pm forecast  tonight smoke lo    tuesday smoke hi   
7428,permanente  ca,permanente ca mon nov   th pm forecast  tonight smoke lo    tuesday smoke hi   
7429,nikkiadams,we are so grateful to our neighbors that stayed in a no fire zone at the beach with our dogs then to the officers that went to the house to get our dogs back safe and sound   woosleyfire    
7430,pajaro  california,pajaro ca mon nov   th pm forecast  tonight smoke lo    tuesday smoke hi   
7431,oakland  california,oakland ca mon nov   th pm forecast  tonight smoke lo    tuesday smoke hi   
7432,napa  california,napa ca mon nov   th pm forecast  tonight smoke lo    tuesday smoke hi   
7433,monterey  california,monterey ca mon nov   th pm forecast  tonight smoke lo    tuesday smoke hi   
7434,monte vista  ca,monte vista ca mon nov   th pm forecast  tonight smoke lo    tuesday smoke hi   
7435,milpitas  california,milpitas ca mon nov   th pm forecast  tonight smoke lo    tuesday smoke hi   
7436,merced  california,merced ca mon nov   th pm forecast  tonight smoke lo    tuesday sunny hi   
7437,madera  california,madera ca mon nov   th pm forecast  tonight smoke lo    tuesday sunny hi   
7438,livermore  ca,livermore ca mon nov   th pm forecast  tonight smoke lo    tuesday smoke hi   
7439,mult co fire ems log,almres   monitored residential fire alarm at      block of ne   th ave  portland  or  portland fire  rp                    pdx   
7440,pilar hemry,on red flag warning    fire watch today with mike from my cert team   alta laguna   beautiful out  wasn t too windy while we were there   lots of people out on hikes or bike rides    
7441,hilltop mall  ca,hilltop mall ca mon nov   th pm forecast  tonight smoke lo    tuesday smoke hi   
7442,hayward  california,hayward ca mon nov   th pm forecast  tonight smoke lo    tuesday smoke hi   
7443,hanford  california,hanford ca mon nov   th pm forecast  tonight smoke lo    tuesday sunny hi   
7444,gilroy  california,gilroy ca mon nov   th pm forecast  tonight smoke lo    tuesday smoke hi   
7445,fresno  california,fresno ca mon nov   th pm forecast  tonight smoke lo    tuesday sunny hi   
7446,mult co fire ems log,ilburn   illegal burning at      block of sw river pkwy  portland  or  portland fire  rp                    pdx   
7447,wrenchwebber,smoke is kinda bad here still  can t imagine what it s like closer to the fires  tragic what s happening here in cali    campfire  woolseyfire  californiaisburning   tamalpais valley     
7448,david thomas,beautiful sunset  unfortunately you can see the smoke cut through the sun from the fires    hermosa beach  california   
7449,del kern  california,del kern ca mon nov   th pm forecast  tonight smoke lo    tuesday sunny hi   
7450,daly city  ca,daly city ca mon nov   th pm forecast  tonight smoke lo    tuesday smoke hi   
7451,cupertino  ca,cupertino ca mon nov   th pm forecast  tonight smoke lo    tuesday smoke hi   
7452,corralitos  ca,corralitos ca mon nov   th pm forecast  tonight smoke lo    tuesday smoke hi   
7453,corcoran  california,corcoran ca mon nov   th pm forecast  tonight smoke lo    tuesday sunny hi   
7454,bay point  ca,bay point ca mon nov   th pm forecast  tonight smoke lo    tuesday smoke hi   
7455,bakersfield  ca,bakersfield ca mon nov   th pm forecast  tonight smoke lo    tuesday sunny hi   
7456,wildfire bot  ca    unofficial   , shirlandfire unofficial new fire report  details uncertain   placercounty  near newcastle  ca     mi ne of sacramento  ca  see officials for safety info  may be incorrect  disclaimers in images pic twitter com onlfgrigro
7457,antioch  california,antioch ca mon nov   th pm forecast  tonight smoke lo    tuesday smoke hi   
7458,alisal  california,alisal ca mon nov   th pm forecast  tonight smoke lo    tuesday smoke hi   
7459,dusty baker,i just wrapped up an evening showing at my new beach listing and walked to this lookout and caught this spectacular sunset  this really is paradise    mesa  santa barbara   
7460,dennis pena, santamonicabeach  woolseyfire  hillfire  la  lafire  malibu  ventura  agourahills  calabasas  sunset  beach  fire  instagram   los angeles  california   
7461,mult co fire ems log,med   medical at   ne martin luther king jr blvd  portland  or  portland fire  rp                    pdx   
7462,shane critser,planes filling up on water at lake castaic to fight the wildfires in the area  thankful for these faithful fire fighters working non stop to serve the    
7463,lorin roche,the wind has settled down and the smoke over pr dume malibu looks worse   venice beach l a    
7464,mult co fire ems log,almcom   monitored commercial fire alarm at      block of sw virginia ave  portland  or  portland fire  rp                    pdx   
7465,pureperfection,more fires today  even closer to home  no worries thanks the our awesome fire fighters  on our way back now  spent the day in slo pic twitter com b q mlnnh 
7466,cappelli,i learned today that a team of jeep owners fusion storm are heading up to  campfire in  paradiseca to help w rescue operations  they re bringing supplies up and towing debris away  its    
7467,kiyomi takahashi,may we practice to show up whatever the way we are called to support those who are suffering by the fire and violence   my heart goes out to the people  animals and sacred land affected    
7468,ttwn sacramento,camp fire air quality alert in sacramento  traffic  
7469,cory reeder,we got to relax out of town in beautiful  joshuatree  hiking  bouldering  cooking fresh  farmersmarket food   but the  woosleyfire victims stayed in our prayers  love to all   stay  safe    
7470,ryan snow, nov  th        co dominant  firestorm smoke with probable contamination    in preparation for future extreme weather events we need to prioritize the containment and cleanup of toxic    
7471,mult co fire ems log,ta ped   traffic accident   pedestrian or bike at n marine dr   n kelley point park rd  portland  or  portland fire  rp                  
7472,mult co fire ems log,almres   monitored residential fire alarm at      block of sw buenavista dr  portland  or  portland fire  rp                    pdx   
7473,james lauer,volunteered yesterday near thousand oaks as major fires are still burning out of control in parts of ventura and la counties    also just north of sacramento firefighters and communities    
7474,anaheim weather,dust    smoke humidity down         
7475,paradise weather,paradise      pm  sunset
7476,raul sananes,hazy days in san francisco  campfire   ocean beach   
7477,irvine weather,dust    smoke temperature up    f       f humidity down         
7478,mult co fire ems log,ilburn   illegal burning at nw   th pl   w burnside st  portland  or  portland fire  rp                    pdx   
7479,pamela powell, repost  rickatfox with get repost      repost marcuziallday with get repost     in an effort to help those affected by the fires in malibu  we will be taking the disappearance full of    
7480,danny liao,firefighter victor correa    yr veteran of la county south gate division   arrived at  am to relieve the previous battalion that battled the brunt of the fire for   hrs straight   photo    
7481,mult co fire ems log,med   medical at      block of sw bond ave  portland  or  portland fire  rp                    pdx   
7482,mult co fire ems log,med   medical at ne  th ave   ne holladay st  portland  or  portland fire  rp                    pdx   
7483,g  love,sending our love to all the people losing so much to these massive fires and to the fire fighters and first responders for putting it all on the line  we are up in carmel tonight and the    
7484,frank christ, smokyskies  norcal  campfire  california  californiaisburning   geyserville  california   
7485,pezer,life on mars    november       sanfrancisco  ilivehere  campfire  smoke  wildfire  california  cantbreathe   san francisco  california   
7486,stacey valnes,beating  fivebabieslater to the punch to post this photo    see what fires do    love clementine looking lost in love     homegirl might need to reel it in   valnes bell realtors   
7487,total traffic la,closed due to serious fire in  malibu on kanan rd nb between ca   and us      latraffic  
7488,mult co fire ems log,ilburn   illegal burning at      block of se  th ave  portland  or  portland fire  rp                    pdx   
7489,debbie yi madhok  md,juhi is starting to realize that true happiness can be found by giving to those in need  thank you to my   year old partner for sorting and packing clothing and toys for our paradise  ca    
7490,wildfire bot  ca    unofficial   , nightbeefire unofficial new fire report  details uncertain   riversidecounty  near valle vista  ca     mi e of los angeles  ca  see officials for safety info  may be incorrect  disclaimers in images pic twitter com qujqskratv
7491,wildfire bot  ca    unofficial   , nightbee fire unofficial new fire report  details uncertain   riversidecounty  near valle vista  ca     mi e of los angeles  ca  see officials for safety info  may be incorrect  disclaimers in images pic twitter com i fkrdwi i
7492,mult co fire ems log,med   medical at      block of ne   th ave  portland  or  portland fire  rp                    pdx   
7493,mult co fire ems log,pubast   public assist at      block of n mohawk ave  portland  or  portland fire  rp                    pdx   
